원천도형ID,읍면동코드,읍면동명,데이터기준일자,제공기관코드,제공기관명
337,46720310,오곡면,2018-01-11,AAAAAAA,공공데이터활용지원센터
215,47113109,대신동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1841,47111104,송도동,2018-01-11,AAAAAAA,공공데이터활용지원센터
217,47113110,동빈1가,2018-01-11,AAAAAAA,공공데이터활용지원센터
219,47111117,이동,2018-01-11,AAAAAAA,공공데이터활용지원센터
138,47150113,백옥동,2018-01-11,AAAAAAA,공공데이터활용지원센터
139,47150103,모암동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1491,46150115,풍덕동,2018-01-11,AAAAAAA,공공데이터활용지원센터
95,46170101,토계동,2018-01-11,AAAAAAA,공공데이터활용지원센터
14,46170109,보산동,2018-01-11,AAAAAAA,공공데이터활용지원센터
113,46170320,왕곡면,2018-01-11,AAAAAAA,공공데이터활용지원센터
369,46170340,공산면,2018-01-11,AAAAAAA,공공데이터활용지원센터
363,46730250,구례읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
364,46730360,용방면,2018-01-11,AAAAAAA,공공데이터활용지원센터
338,46720250,곡성읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
339,46720340,목사동면,2018-01-11,AAAAAAA,공공데이터활용지원센터
340,46720330,석곡면,2018-01-11,AAAAAAA,공공데이터활용지원센터
341,46720350,죽곡면,2018-01-11,AAAAAAA,공공데이터활용지원센터
342,46720320,삼기면,2018-01-11,AAAAAAA,공공데이터활용지원센터
343,46720400,오산면,2018-01-11,AAAAAAA,공공데이터활용지원센터
344,46720380,입면,2018-01-11,AAAAAAA,공공데이터활용지원센터
345,46720370,옥과면,2018-01-11,AAAAAAA,공공데이터활용지원센터
346,46720360,고달면,2018-01-11,AAAAAAA,공공데이터활용지원센터
347,46720390,겸면,2018-01-11,AAAAAAA,공공데이터활용지원센터
361,46730320,간전면,2018-01-11,AAAAAAA,공공데이터활용지원센터
365,46730340,마산면,2018-01-11,AAAAAAA,공공데이터활용지원센터
366,46730350,광의면,2018-01-11,AAAAAAA,공공데이터활용지원센터
367,46730330,토지면,2018-01-11,AAAAAAA,공공데이터활용지원센터
368,46730370,산동면,2018-01-11,AAAAAAA,공공데이터활용지원센터
337,46770350,포두면,2018-01-11,AAAAAAA,공공데이터활용지원센터
338,46770440,영남면,2018-01-11,AAAAAAA,공공데이터활용지원센터
102,50110108,용담일동,2018-01-11,AAAAAAA,공공데이터활용지원센터
103,50110133,회천동,2018-01-11,AAAAAAA,공공데이터활용지원센터
106,50110330,우도면,2018-01-11,AAAAAAA,공공데이터활용지원센터
108,50110109,용담이동,2018-01-11,AAAAAAA,공공데이터활용지원센터
109,50110116,봉개동,2018-01-11,AAAAAAA,공공데이터활용지원센터
110,50110137,연동,2018-01-11,AAAAAAA,공공데이터활용지원센터
785,28260111,원창동,2018-01-11,AAAAAAA,공공데이터활용지원센터
2609,41480120,신촌동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1028,48125135,월포동,2018-01-11,AAAAAAA,공공데이터활용지원센터
352,46770410,대서면,2018-01-11,AAAAAAA,공공데이터활용지원센터
1509,48250123,유하동,2018-01-11,AAAAAAA,공공데이터활용지원센터
164,48250118,어방동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1108,48250116,강동,2018-01-11,AAAAAAA,공공데이터활용지원센터
83,48330104,북부동,2018-01-11,AAAAAAA,공공데이터활용지원센터
84,48330110,교동,2018-01-11,AAAAAAA,공공데이터활용지원센터
88,48330111,유산동,2018-01-11,AAAAAAA,공공데이터활용지원센터
104,50110101,일도일동,2018-01-11,AAAAAAA,공공데이터활용지원센터
105,50110105,삼도일동,2018-01-11,AAAAAAA,공공데이터활용지원센터
107,50110121,오라삼동,2018-01-11,AAAAAAA,공공데이터활용지원센터
111,50110110,용담삼동,2018-01-11,AAAAAAA,공공데이터활용지원센터
112,50110259,조천읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
117,50110111,화북일동,2018-01-11,AAAAAAA,공공데이터활용지원센터
118,50110135,월평동,2018-01-11,AAAAAAA,공공데이터활용지원센터
119,50110256,구좌읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
121,50110113,삼양일동,2018-01-11,AAAAAAA,공공데이터활용지원센터
122,50110122,노형동,2018-01-11,AAAAAAA,공공데이터활용지원센터
123,50110136,영평동,2018-01-11,AAAAAAA,공공데이터활용지원센터
466,50110590,건입동,2018-01-11,AAAAAAA,공공데이터활용지원센터
126,50110112,화북이동,2018-01-11,AAAAAAA,공공데이터활용지원센터
128,50110117,아라일동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1121,11290101,성북동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1844,47130125,용강동,2018-01-11,AAAAAAA,공공데이터활용지원센터
2293,28710410,삼산면,2018-01-11,AAAAAAA,공공데이터활용지원센터
4914,41273111,대부북동,2018-01-11,AAAAAAA,공공데이터활용지원센터
193,48250111,풍유동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1426,48250113,이동,2018-01-11,AAAAAAA,공공데이터활용지원센터
166,48250103,부원동,2018-01-11,AAAAAAA,공공데이터활용지원센터
91,48330108,산막동,2018-01-11,AAAAAAA,공공데이터활용지원센터
94,48330102,남부동,2018-01-11,AAAAAAA,공공데이터활용지원센터
9502,48330115,명동,2018-01-11,AAAAAAA,공공데이터활용지원센터
113,50110138,도평동,2018-01-11,AAAAAAA,공공데이터활용지원센터
114,50110139,해안동,2018-01-11,AAAAAAA,공공데이터활용지원센터
124,48240118,실안동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1105,48240106,동림동,2018-01-11,AAAAAAA,공공데이터활용지원센터
4003,48240370,서포면,2018-01-11,AAAAAAA,공공데이터활용지원센터
3345,48240330,용현면,2018-01-11,AAAAAAA,공공데이터활용지원센터
4306,48240102,서동,2018-01-11,AAAAAAA,공공데이터활용지원센터
2705,48250120,안동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1110,48250112,명법동,2018-01-11,AAAAAAA,공공데이터활용지원센터
2067,48250340,한림면,2018-01-11,AAAAAAA,공공데이터활용지원센터
165,48250117,삼정동,2018-01-11,AAAAAAA,공공데이터활용지원센터
9504,48330114,삼호동,2018-01-11,AAAAAAA,공공데이터활용지원센터
9490,48330113,용당동,2018-01-11,AAAAAAA,공공데이터활용지원센터
9507,48330118,주진동,2018-01-11,AAAAAAA,공공데이터활용지원센터
115,50110132,용강동,2018-01-11,AAAAAAA,공공데이터활용지원센터
116,50110124,외도이동,2018-01-11,AAAAAAA,공공데이터활용지원센터
130,50110250,한림읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
132,50110119,오라일동,2018-01-11,AAAAAAA,공공데이터활용지원센터
14529,44180330,천북면,2018-01-11,AAAAAAA,공공데이터활용지원센터
130,48240120,늑도동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1106,48240103,선구동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1109,48250114,화목동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1428,48250134,수가동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1746,48250250,진영읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
9508,48330119,평산동,2018-01-11,AAAAAAA,공공데이터활용지원센터
9714,48330121,매곡동,2018-01-11,AAAAAAA,공공데이터활용지원센터
9713,48330120,덕계동,2018-01-11,AAAAAAA,공공데이터활용지원센터
9503,48330117,소주동,2018-01-11,AAAAAAA,공공데이터활용지원센터
127,50110114,삼양이동,2018-01-11,AAAAAAA,공공데이터활용지원센터
135,50110310,한경면,2018-01-11,AAAAAAA,공공데이터활용지원센터
136,50110102,일도이동,2018-01-11,AAAAAAA,공공데이터활용지원센터
137,50110120,오라이동,2018-01-11,AAAAAAA,공공데이터활용지원센터
138,50110320,추자면,2018-01-11,AAAAAAA,공공데이터활용지원센터
141,50110128,도두이동,2018-01-11,AAAAAAA,공공데이터활용지원센터
145,50110131,도련이동,2018-01-11,AAAAAAA,공공데이터활용지원센터
146,50110130,도련일동,2018-01-11,AAAAAAA,공공데이터활용지원센터
377,50130111,토평동,2018-01-11,AAAAAAA,공공데이터활용지원센터
120,50110118,아라이동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1747,48240104,동금동,2018-01-11,AAAAAAA,공공데이터활용지원센터
2727,48240570,향촌동,2018-01-11,AAAAAAA,공공데이터활용지원센터
2728,48240114,궁지동,2018-01-11,AAAAAAA,공공데이터활용지원센터
2729,48240115,사등동,2018-01-11,AAAAAAA,공공데이터활용지원센터
3041,48240121,신수동,2018-01-11,AAAAAAA,공공데이터활용지원센터
120,48270101,내일동,2018-01-11,AAAAAAA,공공데이터활용지원센터
81,48270253,하남읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
82,48270370,초동면,2018-01-11,AAAAAAA,공공데이터활용지원센터
369,50130117,도순동,2018-01-11,AAAAAAA,공공데이터활용지원센터
370,50130120,상예동,2018-01-11,AAAAAAA,공공데이터활용지원센터
371,50130320,표선면,2018-01-11,AAAAAAA,공공데이터활용지원센터
373,50130106,서홍동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1492,48250370,대동면,2018-01-11,AAAAAAA,공공데이터활용지원센터
2706,48250121,지내동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1430,48250132,장유동,2018-01-11,AAAAAAA,공공데이터활용지원센터
9497,48330116,주남동,2018-01-11,AAAAAAA,공공데이터활용지원센터
14835,48310113,양정동,2018-01-11,AAAAAAA,공공데이터활용지원센터
12004,48310320,동부면,2018-01-11,AAAAAAA,공공데이터활용지원센터
42,48870370,서하면,2018-01-11,AAAAAAA,공공데이터활용지원센터
341,11140132,충무로4가,2018-01-11,AAAAAAA,공공데이터활용지원센터
266,45111114,다가동2가,2018-01-11,AAAAAAA,공공데이터활용지원센터
107,31110115,남외동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1332,41590262,남양읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
339,45740320,번암면,2018-01-11,AAAAAAA,공공데이터활용지원센터
346,45790330,무장면,2018-01-11,AAAAAAA,공공데이터활용지원센터
1458,48250110,흥동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1474,48250107,삼계동,2018-01-11,AAAAAAA,공공데이터활용지원센터
10033,48330112,어곡동,2018-01-11,AAAAAAA,공공데이터활용지원센터
10034,48330320,원동면,2018-01-11,AAAAAAA,공공데이터활용지원센터
4598,48330109,호계동,2018-01-11,AAAAAAA,공공데이터활용지원센터
34,48880340,북상면,2018-01-11,AAAAAAA,공공데이터활용지원센터
35,48880330,고제면,2018-01-11,AAAAAAA,공공데이터활용지원센터
36,48880380,남하면,2018-01-11,AAAAAAA,공공데이터활용지원센터
37,48880310,주상면,2018-01-11,AAAAAAA,공공데이터활용지원센터
38,48880390,신원면,2018-01-11,AAAAAAA,공공데이터활용지원센터
39,48880360,마리면,2018-01-11,AAAAAAA,공공데이터활용지원센터
40,48880350,위천면,2018-01-11,AAAAAAA,공공데이터활용지원센터
41,48880410,가북면,2018-01-11,AAAAAAA,공공데이터활용지원센터
42,48880400,가조면,2018-01-11,AAAAAAA,공공데이터활용지원센터
43,48880370,남상면,2018-01-11,AAAAAAA,공공데이터활용지원센터
44,48880250,거창읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
369,48890460,용주면,2018-01-11,AAAAAAA,공공데이터활용지원센터
370,48890450,대병면,2018-01-11,AAAAAAA,공공데이터활용지원센터
371,48890330,가야면,2018-01-11,AAAAAAA,공공데이터활용지원센터
372,48890340,야로면,2018-01-11,AAAAAAA,공공데이터활용지원센터
374,48890250,합천읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
377,48890310,봉산면,2018-01-11,AAAAAAA,공공데이터활용지원센터
378,48890390,청덕면,2018-01-11,AAAAAAA,공공데이터활용지원센터
379,48890410,대양면,2018-01-11,AAAAAAA,공공데이터활용지원센터
380,48890440,가회면,2018-01-11,AAAAAAA,공공데이터활용지원센터
381,48890420,쌍백면,2018-01-11,AAAAAAA,공공데이터활용지원센터
382,48890430,삼가면,2018-01-11,AAAAAAA,공공데이터활용지원센터
2657,11410110,북아현동,2018-01-11,AAAAAAA,공공데이터활용지원센터
362,46730310,문척면,2018-01-11,AAAAAAA,공공데이터활용지원센터
1330,44810350,응봉면,2018-01-11,AAAAAAA,공공데이터활용지원센터
1331,44810330,광시면,2018-01-11,AAAAAAA,공공데이터활용지원센터
1332,44810340,대흥면,2018-01-11,AAAAAAA,공공데이터활용지원센터
1333,44810250,예산읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
1334,44810360,덕산면,2018-01-11,AAAAAAA,공공데이터활용지원센터
1335,44810380,고덕면,2018-01-11,AAAAAAA,공공데이터활용지원센터
1336,44810253,삽교읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
1337,44810400,오가면,2018-01-11,AAAAAAA,공공데이터활용지원센터
1338,44810390,신암면,2018-01-11,AAAAAAA,공공데이터활용지원센터
1339,44810310,대술면,2018-01-11,AAAAAAA,공공데이터활용지원센터
1340,44810320,신양면,2018-01-11,AAAAAAA,공공데이터활용지원센터
1476,48250101,동상동,2018-01-11,AAAAAAA,공공데이터활용지원센터
168,48250104,봉황동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1478,48250119,삼방동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1443,48250125,부곡동,2018-01-11,AAAAAAA,공공데이터활용지원센터
102,48330106,신기동,2018-01-11,AAAAAAA,공공데이터활용지원센터
104,48330107,북정동,2018-01-11,AAAAAAA,공공데이터활용지원센터
9461,48330340,하북면,2018-01-11,AAAAAAA,공공데이터활용지원센터
106,48330105,명곡동,2018-01-11,AAAAAAA,공공데이터활용지원센터
373,48890320,묘산면,2018-01-11,AAAAAAA,공공데이터활용지원센터
383,48890350,율곡면,2018-01-11,AAAAAAA,공공데이터활용지원센터
384,48890400,적중면,2018-01-11,AAAAAAA,공공데이터활용지원센터
385,48890360,초계면,2018-01-11,AAAAAAA,공공데이터활용지원센터
97,50110134,오등동,2018-01-11,AAAAAAA,공공데이터활용지원센터
98,50110253,애월읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
99,50110115,삼양삼동,2018-01-11,AAAAAAA,공공데이터활용지원센터
372,50130101,서귀동,2018-01-11,AAAAAAA,공공데이터활용지원센터
80,50130115,월평동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1041,50130116,강정동,2018-01-11,AAAAAAA,공공데이터활용지원센터
43364,43112310,남이면,2018-01-11,AAAAAAA,공공데이터활용지원센터
43684,43111340,남일면,2018-01-11,AAAAAAA,공공데이터활용지원센터
4001,42170110,부곡동,2018-01-11,AAAAAAA,공공데이터활용지원센터
155,48250122,불암동,2018-01-11,AAAAAAA,공공데이터활용지원센터
179,48250106,구산동,2018-01-11,AAAAAAA,공공데이터활용지원센터
113,48330253,물금읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
4599,48330310,동면,2018-01-11,AAAAAAA,공공데이터활용지원센터
4600,48330330,상북면,2018-01-11,AAAAAAA,공공데이터활용지원센터
81,48330103,중부동,2018-01-11,AAAAAAA,공공데이터활용지원센터
100,50110103,이도일동,2018-01-11,AAAAAAA,공공데이터활용지원센터
101,50110106,삼도이동,2018-01-11,AAAAAAA,공공데이터활용지원센터
13235,48310380,하청면,2018-01-11,AAAAAAA,공공데이터활용지원센터
82,48310107,덕포동,2018-01-11,AAAAAAA,공공데이터활용지원센터
14513,48310330,남부면,2018-01-11,AAAAAAA,공공데이터활용지원센터
689,48840320,상주면,2018-01-11,AAAAAAA,공공데이터활용지원센터
40,48840390,창선면,2018-01-11,AAAAAAA,공공데이터활용지원센터
695,48820410,마암면,2018-01-11,AAAAAAA,공공데이터활용지원센터
33,48820390,구만면,2018-01-11,AAAAAAA,공공데이터활용지원센터
34,48820340,상리면,2018-01-11,AAAAAAA,공공데이터활용지원센터
691,48820250,고성읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
1012,48820320,하일면,2018-01-11,AAAAAAA,공공데이터활용지원센터
37,48820370,영오면,2018-01-11,AAAAAAA,공공데이터활용지원센터
38,48820380,개천면,2018-01-11,AAAAAAA,공공데이터활용지원센터
39,48820360,영현면,2018-01-11,AAAAAAA,공공데이터활용지원센터
40,48820350,대가면,2018-01-11,AAAAAAA,공공데이터활용지원센터
696,48820400,회화면,2018-01-11,AAAAAAA,공공데이터활용지원센터
1329,48820420,동해면,2018-01-11,AAAAAAA,공공데이터활용지원센터
1345,48820310,삼산면,2018-01-11,AAAAAAA,공공데이터활용지원센터
1649,48820330,하이면,2018-01-11,AAAAAAA,공공데이터활용지원센터
33,48840360,서면,2018-01-11,AAAAAAA,공공데이터활용지원센터
1649,48840330,삼동면,2018-01-11,AAAAAAA,공공데이터활용지원센터
36,48840380,설천면,2018-01-11,AAAAAAA,공공데이터활용지원센터
37,48840370,고현면,2018-01-11,AAAAAAA,공공데이터활용지원센터
38,48840350,남면,2018-01-11,AAAAAAA,공공데이터활용지원센터
42,48840310,이동면,2018-01-11,AAAAAAA,공공데이터활용지원센터
49,48840250,남해읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
1331,48840340,미조면,2018-01-11,AAAAAAA,공공데이터활용지원센터
2273,48850360,금남면,2018-01-11,AAAAAAA,공공데이터활용지원센터
337,48850320,악양면,2018-01-11,AAAAAAA,공공데이터활용지원센터
338,48850400,청암면,2018-01-11,AAAAAAA,공공데이터활용지원센터
1121,11290525,성북동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1105,11290104,동소문동1가,2018-01-11,AAAAAAA,공공데이터활용지원센터
1849,47130124,황성동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1089,11290103,돈암동,2018-01-11,AAAAAAA,공공데이터활용지원센터
3300,44131102,성황동,2018-01-11,AAAAAAA,공공데이터활용지원센터
4002,42170111,발한동,2018-01-11,AAAAAAA,공공데이터활용지원센터
178,48250105,대성동,2018-01-11,AAAAAAA,공공데이터활용지원센터
10945,46890390,생일면,2018-01-11,AAAAAAA,공공데이터활용지원센터
11968,48310350,둔덕면,2018-01-11,AAAAAAA,공공데이터활용지원센터
12274,48310310,일운면,2018-01-11,AAAAAAA,공공데이터활용지원센터
96,48310104,아양동,2018-01-11,AAAAAAA,공공데이터활용지원센터
97,48310114,수월동,2018-01-11,AAAAAAA,공공데이터활용지원센터
339,48850390,북천면,2018-01-11,AAAAAAA,공공데이터활용지원센터
340,48850340,횡천면,2018-01-11,AAAAAAA,공공데이터활용지원센터
341,48850330,적량면,2018-01-11,AAAAAAA,공공데이터활용지원센터
342,48850350,고전면,2018-01-11,AAAAAAA,공공데이터활용지원센터
343,48850380,양보면,2018-01-11,AAAAAAA,공공데이터활용지원센터
344,48850310,화개면,2018-01-11,AAAAAAA,공공데이터활용지원센터
345,48850250,하동읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
346,48850410,옥종면,2018-01-11,AAAAAAA,공공데이터활용지원센터
993,48850420,금성면,2018-01-11,AAAAAAA,공공데이터활용지원센터
1634,48850370,진교면,2018-01-11,AAAAAAA,공공데이터활용지원센터
33,48860330,생초면,2018-01-11,AAAAAAA,공공데이터활용지원센터
34,48860320,오부면,2018-01-11,AAAAAAA,공공데이터활용지원센터
35,48860310,차황면,2018-01-11,AAAAAAA,공공데이터활용지원센터
36,48860340,금서면,2018-01-11,AAAAAAA,공공데이터활용지원센터
37,48860250,산청읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
38,48860400,신등면,2018-01-11,AAAAAAA,공공데이터활용지원센터
39,48860390,생비량면,2018-01-11,AAAAAAA,공공데이터활용지원센터
40,48860380,신안면,2018-01-11,AAAAAAA,공공데이터활용지원센터
41,48860350,삼장면,2018-01-11,AAAAAAA,공공데이터활용지원센터
42,48860370,단성면,2018-01-11,AAAAAAA,공공데이터활용지원센터
43,48860360,시천면,2018-01-11,AAAAAAA,공공데이터활용지원센터
34,48870320,휴천면,2018-01-11,AAAAAAA,공공데이터활용지원센터
35,48870330,유림면,2018-01-11,AAAAAAA,공공데이터활용지원센터
661,43130123,목벌동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1022,48125110,덕동동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1425,48250133,응달동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1491,48250360,상동면,2018-01-11,AAAAAAA,공공데이터활용지원센터
11313,48310510,장승포동,2018-01-11,AAAAAAA,공공데이터활용지원센터
10993,48310370,연초면,2018-01-11,AAAAAAA,공공데이터활용지원센터
5746,45113131,만성동,2018-01-11,AAAAAAA,공공데이터활용지원센터
33,48870310,마천면,2018-01-11,AAAAAAA,공공데이터활용지원센터
36,48870250,함양읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
37,48870340,수동면,2018-01-11,AAAAAAA,공공데이터활용지원센터
38,48870350,지곡면,2018-01-11,AAAAAAA,공공데이터활용지원센터
39,48870400,병곡면,2018-01-11,AAAAAAA,공공데이터활용지원센터
40,48870390,백전면,2018-01-11,AAAAAAA,공공데이터활용지원센터
41,48870380,서상면,2018-01-11,AAAAAAA,공공데이터활용지원센터
43,48870360,안의면,2018-01-11,AAAAAAA,공공데이터활용지원센터
33,48880320,웅양면,2018-01-11,AAAAAAA,공공데이터활용지원센터
388,50130113,회수동,2018-01-11,AAAAAAA,공공데이터활용지원센터
389,50130109,신효동,2018-01-11,AAAAAAA,공공데이터활용지원센터
390,50130110,보목동,2018-01-11,AAAAAAA,공공데이터활용지원센터
387,50130104,호근동,2018-01-11,AAAAAAA,공공데이터활용지원센터
76,50130121,하예동,2018-01-11,AAAAAAA,공공데이터활용지원센터
77,50130107,상효동,2018-01-11,AAAAAAA,공공데이터활용지원센터
78,50130119,색달동,2018-01-11,AAAAAAA,공공데이터활용지원센터
33,48720250,의령읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
34,48720320,칠곡면,2018-01-11,AAAAAAA,공공데이터활용지원센터
35,48720330,대의면,2018-01-11,AAAAAAA,공공데이터활용지원센터
37,48720360,정곡면,2018-01-11,AAAAAAA,공공데이터활용지원센터
38,48720370,지정면,2018-01-11,AAAAAAA,공공데이터활용지원센터
40,48720390,부림면,2018-01-11,AAAAAAA,공공데이터활용지원센터
41,48720400,봉수면,2018-01-11,AAAAAAA,공공데이터활용지원센터
42,48720350,용덕면,2018-01-11,AAAAAAA,공공데이터활용지원센터
43,48720310,가례면,2018-01-11,AAAAAAA,공공데이터활용지원센터
45,48720420,유곡면,2018-01-11,AAAAAAA,공공데이터활용지원센터
36,48730253,칠원읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
134,50110129,도남동,2018-01-11,AAAAAAA,공공데이터활용지원센터
139,50110140,내도동,2018-01-11,AAAAAAA,공공데이터활용지원센터
103,48240127,죽림동,2018-01-11,AAAAAAA,공공데이터활용지원센터
3057,48240119,마도동,2018-01-11,AAAAAAA,공공데이터활용지원센터
104,48240108,벌리동,2018-01-11,AAAAAAA,공공데이터활용지원센터
88,48270106,용평동,2018-01-11,AAAAAAA,공공데이터활용지원센터
89,48270105,남포동,2018-01-11,AAAAAAA,공공데이터활용지원센터
90,48270320,상동면,2018-01-11,AAAAAAA,공공데이터활용지원센터
91,48270107,활성동,2018-01-11,AAAAAAA,공공데이터활용지원센터
92,48270330,산외면,2018-01-11,AAAAAAA,공공데이터활용지원센터
93,48270250,삼랑진읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
94,48270380,무안면,2018-01-11,AAAAAAA,공공데이터활용지원센터
96,48270350,단장면,2018-01-11,AAAAAAA,공공데이터활용지원센터
36,48720340,화정면,2018-01-11,AAAAAAA,공공데이터활용지원센터
39,48720380,낙서면,2018-01-11,AAAAAAA,공공데이터활용지원센터
38,48730320,군북면,2018-01-11,AAAAAAA,공공데이터활용지원센터
40,48730360,칠북면,2018-01-11,AAAAAAA,공공데이터활용지원센터
41,48730350,칠서면,2018-01-11,AAAAAAA,공공데이터활용지원센터
42,48730330,법수면,2018-01-11,AAAAAAA,공공데이터활용지원센터
369,48730250,가야읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
370,48730310,함안면,2018-01-11,AAAAAAA,공공데이터활용지원센터
49,48730340,대산면,2018-01-11,AAAAAAA,공공데이터활용지원센터
50,48730380,산인면,2018-01-11,AAAAAAA,공공데이터활용지원센터
33,48740400,도천면,2018-01-11,AAAAAAA,공공데이터활용지원센터
34,48740310,고암면,2018-01-11,AAAAAAA,공공데이터활용지원센터
36,48740350,유어면,2018-01-11,AAAAAAA,공공데이터활용지원센터
140,50110125,이호일동,2018-01-11,AAAAAAA,공공데이터활용지원센터
142,50110123,외도일동,2018-01-11,AAAAAAA,공공데이터활용지원센터
106,48240110,와룡동,2018-01-11,AAAAAAA,공공데이터활용지원센터
169,48250102,서상동,2018-01-11,AAAAAAA,공공데이터활용지원센터
147,48250350,생림면,2018-01-11,AAAAAAA,공공데이터활용지원센터
98,46170123,영산동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1106,48250115,전하동,2018-01-11,AAAAAAA,공공데이터활용지원센터
95,48270340,산내면,2018-01-11,AAAAAAA,공공데이터활용지원센터
89,48310103,두모동,2018-01-11,AAAAAAA,공공데이터활용지원센터
44,48720415,궁류면,2018-01-11,AAAAAAA,공공데이터활용지원센터
35,48730390,여항면,2018-01-11,AAAAAAA,공공데이터활용지원센터
37,48740320,성산면,2018-01-11,AAAAAAA,공공데이터활용지원센터
39,48740340,이방면,2018-01-11,AAAAAAA,공공데이터활용지원센터
40,48740360,대지면,2018-01-11,AAAAAAA,공공데이터활용지원센터
41,48740250,창녕읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
42,48740330,대합면,2018-01-11,AAAAAAA,공공데이터활용지원센터
44,48740253,남지읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
143,50110126,이호이동,2018-01-11,AAAAAAA,공공데이터활용지원센터
375,50130108,하효동,2018-01-11,AAAAAAA,공공데이터활용지원센터
378,50130105,동홍동,2018-01-11,AAAAAAA,공공데이터활용지원센터
380,50130253,남원읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
383,50130259,성산읍,2018-01-11,AAAAAAA,공공데이터활용지원센터
417,50130103,서호동,2018-01-11,AAAAAAA,공공데이터활용지원센터
418,50130102,법환동,2018-01-11,AAAAAAA,공공데이터활용지원센터
721,50130112,중문동,2018-01-11,AAAAAAA,공공데이터활용지원센터
722,50130114,대포동,2018-01-11,AAAAAAA,공공데이터활용지원센터
386,50130118,하원동,2018-01-11,AAAAAAA,공공데이터활용지원센터
180,48250108,내동,2018-01-11,AAAAAAA,공공데이터활용지원센터
22481,44210310,인지면,2018-01-11,AAAAAAA,공공데이터활용지원센터
22482,44210320,부석면,2018-01-11,AAAAAAA,공공데이터활용지원센터
1429,48250131,율하동,2018-01-11,AAAAAAA,공공데이터활용지원센터
90,48310111,문동동,2018-01-11,AAAAAAA,공공데이터활용지원센터
91,48310112,삼거동,2018-01-11,AAAAAAA,공공데이터활용지원센터
94,48310105,아주동,2018-01-11,AAAAAAA,공공데이터활용지원센터
35,48740410,길곡면,2018-01-11,AAAAAAA,공공데이터활용지원센터
38,48740420,부곡면,2018-01-11,AAAAAAA,공공데이터활용지원센터
45,48740380,영산면,2018-01-11,AAAAAAA,공공데이터활용지원센터
49,48740390,장마면,2018-01-11,AAAAAAA,공공데이터활용지원센터
50,48740370,계성면,2018-01-11,AAAAAAA,공공데이터활용지원센터
690,48820430,거류면,2018-01-11,AAAAAAA,공공데이터활용지원센터
384,50130122,영남동,2018-01-11,AAAAAAA,공공데이터활용지원센터
14836,48310580,고현동,2018-01-11,AAAAAAA,공공데이터활용지원센터
1329,44810370,봉산면,2018-01-11,AAAAAAA,공공데이터활용지원센터
